movie,certificate_G,certificate_Missing,certificate_Not Rated,certificate_PG,certificate_PG-13,certificate_R,certificate_TV-MA,certificate_TV-PG,certificate_Unrated,duration,rate,metascore,votes,gross,user_reviews,critic_reviews,popularity,awards_nominations,Oscar_nominated,Golden_Globes_nominated,BAFTA_won,BAFTA_nominated,Screen_Actors_Guild_won,Screen_Actors_Guild_nominated,Critics_Choice_won,Critics_Choice_nominated,Directors_Guild_won,Directors_Guild_nominated,Producers_Guild_won,Producers_Guild_nominated,Art_Directors_Guild_won,Art_Directors_Guild_nominated,Writers_Guild_won,Writers_Guild_nominated,Costume_Designers_Guild_won,Costume_Designers_Guild_nominated,Online_Film_Television_Association_won,Online_Film_Television_Association_nominated,Online_Film_Critics_Society_won,Online_Film_Critics_Society_nominated,People_Choice_won,People_Choice_nominated,London_Critics_Circle_Film_won,London_Critics_Circle_Film_nominated,American_Cinema_Editors_won,American_Cinema_Editors_nominated,Hollywood_Film_won,Hollywood_Film_nominated,Austin_Film_Critics_Association_won,Austin_Film_Critics_Association_nominated,Denver_Film_Critics_Society_won,Denver_Film_Critics_Society_nominated,Boston_Society_of_Film_Critics_won,Boston_Society_of_Film_Critics_nominated,New_York_Film_Critics_Circle_won,New_York_Film_Critics_Circle_nominated,Los_Angeles_Film_Critics_Association_won,Los_Angeles_Film_Critics_Association_nominated,Oscar_Best_Picture_nominated,Oscar_Best_Director_won,Oscar_Best_Director_nominated,Oscar_Best_Actor_won,Oscar_Best_Actor_nominated,Oscar_Best_Actress_won,Oscar_Best_Actress_nominated,Oscar_Best_Supporting_Actor_won,Oscar_Best_Supporting_Actor_nominated,Oscar_Best_Supporting_Actress_won,Oscar_Best_Supporting_Actress_nominated,Oscar_Best_AdaScreen_won,Oscar_Best_AdaScreen_nominated,Oscar_Best_OriScreen_won,Oscar_Best_OriScreen_nominated,Oscar_Best_Picture_won
Batman v Superman: Dawn of Justice,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.6149823662427687,-0.44566209023741904,-1.187427567016785,1.344342691745835,2.3270393748654166,4.552738807891824,3.0693748908832985,-1.1510304358409336,-0.5376525412823799,-0.6407319731290907,-0.5888443998384513,-0.3401229940115147,-0.4977248082908843,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,-0.19705985993268596,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,-0.5831472453434351,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,0.9453782013662573,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Theory of Everything,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3559966088895303,0.7706746777524849,0.46129998573908715,0.520368363093826,-0.4875870180782175,-0.28933609937674176,1.0747462719903558,-1.014524292695937,1.5693312390377356,1.5142353112239242,2.070105632338833,3.13138029197378,3.2231598057481117,2.6231423218787637,3.014518397317753,-0.36867803302591867,1.4670011794988846,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,2.1734873938096735,-0.2012598041070047,1.9801584190105348,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,2.2681002197797993,-0.34675169967083896,-0.30561859486207005,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,2.8999383847510565,-0.19890271381328503,-0.4513354669242201,1.530869893305318,1.49081732235216,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,4.008658040223467,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
Tangerines,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2626993648503477,1.5004772007544,0.5201831126232255,-0.8614829887292167,-0.8296806870438167,-0.8950280999285638,-1.0428389056014673,,-0.5978520778629547,-0.20973851625848774,0.07589310820586982,-0.3401229940115147,-0.4977248082908843,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,-0.6130751197905786,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,-0.5831472453434351,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wild Tales,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.31103283184120034,1.2572100782604059,0.7557156201597786,-0.43643932921656664,-0.8012822543065827,-0.7358176312120849,0.14574116182103983,-0.2286389257326,-0.5376525412823799,-0.20973851625848774,-0.5888443998384513,0.8170447679835834,-0.1256363468869847,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,-0.19705985993268596,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,-0.5831472453434351,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Jungle Book,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.4083876009320788,0.5274075552584906,0.7557156201597786,-0.053529318357704386,2.6497488377885294,-0.17858099070440858,0.9449587933637601,-1.1529805236001478,0.06434282452336734,-0.20973851625848774,-0.5888443998384513,0.8170447679835834,-0.1256363468869847,-0.24882644365339338,-0.46702482651712074,0.7611417456018966,-0.19705985993268596,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,0.526967356582025,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,2.2383373139768086,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,2.215646837627989,3.4290870802853055,3.3486976383006137,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,0.5031224199891021,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inferno,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2660690547928704,-1.053830474232371,-1.3051938207850617,-0.635340186314875,-0.503146519374948,,,,-0.6580516144435294,-0.6407319731290907,-0.5888443998384513,-0.3401229940115147,-0.4977248082908843,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,-0.6130751197905786,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,-0.5831472453434351,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bad Grandpa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.037880479608698,-0.5672956575660983,-0.5985962981754022,-0.5628822828037063,0.14437599408144397,-0.7012066597519807,-0.7354475088542671,1.8940316001720956,-0.6580516144435294,-0.20973851625848774,-0.5888443998384513,-0.3401229940115147,-0.4977248082908843,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,-0.6130751197905786,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,-0.5831472453434351,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hardcore Henry,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.8580253714153783,-0.32402795123045575,-0.775245678827817,-0.6934997442023817,-0.7423818012219493,-0.5212296081594393,0.09109380239931536,-0.7151858216565518,-0.6580516144435294,-0.6407319731290907,-0.5888443998384513,-0.3401229940115147,-0.4977248082908843,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,-0.6130751197905786,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,-0.5831472453434351,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Creed,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8056343793728298,0.7706746777524849,1.0501312545804702,-0.1083965285749811,0.2182884132931674,-0.31356377939881463,1.238688350255529,-0.8117151657376565,0.06434282452336734,-0.20973851625848774,0.07589310820586982,-0.3401229940115147,-0.4977248082908843,-0.24882644365339338,-0.46702482651712074,0.7611417456018966,-0.19705985993268596,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,-0.02808994438070501,-0.2876066269190724,0.562067167204404,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,1.5423951088757168,2.82538799002198,2.3587022808071842,0.5031224199891021,-0.2851065086318224,1.861668957625975,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Spy,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.17614150069621048,0.040872726428853576,0.637949366391502,-0.029611226431233397,0.22890196896263867,-0.2651084193546689,0.6785529161828533,-0.7317615676098728,-0.2366548583795063,-0.6407319731290907,0.740630616250191,-0.3401229940115147,-0.4977248082908843,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,0.6349706597830994,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,0.37784787578345225,-0.30561859486207005,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,0.9453782013662573,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monster Trucks,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.45335137798040875,-2.0268995358866313,-1.3051938207850617,-0.975145122173869,-0.6952423152305138,-0.929639071388668,-1.3775539820595295,-1.195882454302861,-0.6580516144435294,-0.6407319731290907,-0.5888443998384513,-0.3401229940115147,-0.4977248082908843,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,-0.6130751197905786,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,-0.5831472453434351,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beyond the Lights,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.04125016955122064,-0.2023943839017764,0.5201831126232255,-0.917878226334112,-0.6910351400101828,-0.9175252313776315,-1.3297375425655207,2.395204154290154,-0.6580516144435294,-0.20973851625848774,-0.5888443998384513,-0.3401229940115147,-0.4977248082908843,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,-0.6130751197905786,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,-0.5831472453434351,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Room,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.13117772364788055,1.3788430617474368,1.2856637621170233,0.0678884729959265,-0.6903658166796757,-0.31356377939881463,1.225026510400098,-1.040850477445329,1.4489321658765861,1.0832418543533213,1.4053681242945122,0.8170447679835834,0.2464521145169149,2.6231423218787637,1.854003989372795,1.8909615242297118,1.0509859196409919,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,2.551646602146326,1.6370819585074852,-0.2876066269190724,1.09195491643909,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,2.226738402576704,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,5.122955183051488,4.9280419024517155,2.3587022808071842,3.132274135164876,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
Theeb,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6781702632220585,0.28414043276449624,0.9323650008121935,-0.9445268139360529,-0.8280551875268707,-0.9227168770966471,-1.1248099447340538,,-0.5376525412823799,-0.20973851625848774,-0.5888443998384513,0.8170447679835834,0.2464521145169149,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,-0.6130751197905786,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,-0.5831472453434351,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boy and the World,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.5774458041886574,0.6490411104238055,0.9323650008121935,-0.9591927262852589,-0.83025439275568,-0.9521362028377356,-1.3160757027100896,,-0.6580516144435294,-0.20973851625848774,-0.5888443998384513,-0.3401229940115147,-0.4977248082908843,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,-0.6130751197905786,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,-0.5831472453434351,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fantastic Beasts and Where to Find Them,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8056343793728298,0.7706746777524849,0.10800122443425736,-0.23425662635447245,1.3606321032316666,,,,0.18474189768451682,0.22125494061211526,-0.5888443998384513,0.8170447679835834,1.3627174987286137,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,1.0509859196409919,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,1.9801584190105348,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,0.37784787578345225,0.24943870610066002,-0.2876066269190724,-0.49770833126496833,2.286443226746694,0.9453782013662573,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trumbo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4009603859378602,0.5274075552584906,-0.2452975368705724,-0.6967080766210586,,-0.7046677568979912,0.09109380239931536,0.019997263567215064,0.24494143426509155,-0.20973851625848774,0.740630616250191,-0.3401229940115147,-0.1256363468869847,-0.24882644365339338,3.014518397317753,-0.36867803302591867,0.6349706597830994,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,1.9801584190105348,5.396703109009912,5.110011550572694,-0.18993110725564605,2.2681002197797993,-0.34675169967083896,-0.5831472453434351,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,0.7227340775922451,-0.24684093636354254,0.5031224199891021,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
It Follows,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.6781702632220585,-0.2023943839017764,1.1090143814646083,-0.3174737330176365,-0.6904614342983195,0.1744509181886534,1.9081185031716537,-1.1188539878138986,-0.47745300470180524,-0.6407319731290907,-0.5888443998384513,-0.3401229940115147,-0.4977248082908843,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,-0.19705985993268596,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,-0.5831472453434351,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,0.7227340775922451,-0.24684093636354254,0.5031224199891021,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sully,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.8580253714153783,0.5274075552584906,0.5790662395073637,-0.4455287292439478,0.36477460505559983,-0.4450854709472103,0.5077799179899644,-1.162730962396219,-0.2366548583795063,-0.20973851625848774,-0.5888443998384513,-0.3401229940115147,-0.4977248082908843,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,1.0509859196409919,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,-0.5831472453434351,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,0.9453782013662573,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,1.530869893305318,1.49081732235216,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,0.5031224199891021,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Autopsy of Jane Doe,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.3076631418986777,-0.2023943839017764,-0.06864815621815752,-0.8970161891828784,,-0.8465727398844181,-1.152133624444916,-1.1598058307573975,-0.6580516144435294,-0.6407319731290907,-0.5888443998384513,-0.3401229940115147,-0.4977248082908843,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,-0.6130751197905786,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,-0.5831472453434351,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Youth,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4009603859378602,0.28414043276449624,-0.009765029334019234,-0.7190771373470227,-0.8049157238150504,-0.7565842140881474,0.282359560375351,-0.4168223944967737,-0.2366548583795063,-0.20973851625848774,0.740630616250191,-0.3401229940115147,-0.4977248082908843,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,-0.19705985993268596,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,2.2681002197797993,-0.34675169967083896,-0.5831472453434351,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,0.20713845605364692,-0.19890271381328503,-0.4513354669242201,1.530869893305318,1.49081732235216,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,0.5031224199891021,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Logan,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9854894875661495,1.2572100782604059,0.7557156201597786,1.3403467163438494,1.3329029938249397,1.1522108619365947,2.215509899918854,-1.1783316644699329,0.365340507426241,-0.20973851625848774,-0.5888443998384513,-0.3401229940115147,-0.4977248082908843,-0.24882644365339338,0.6934895814278373,-0.36867803302591867,0.6349706597830994,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,4.769857357336011,1.9801584190105348,-0.17597944920684494,2.3529716794685975,-0.18993110725564605,-0.44089762492818146,0.37784787578345225,0.8044960070633901,-0.2876066269190724,0.562067167204404,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,0.20713845605364692,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,0.7227340775922451,-0.24684093636354254,1.3795063250476935,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Still Alice,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.6332064861737285,0.5274075552584906,0.46129998573908715,-0.4919996652591549,-0.6523444268021211,-0.929639071388668,-1.5961434197464275,0.6537757853118417,-0.11625578521835685,-0.20973851625848774,0.07589310820586982,0.8170447679835834,-0.1256363468869847,2.6231423218787637,0.6934895814278373,0.7611417456018966,-0.19705985993268596,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,0.37784787578345225,-0.30561859486207005,-0.2876066269190724,0.032179417969717794,-0.18619896680161344,-0.3475809112442939,1.5053414562729184,0.20713845605364692,-0.19890271381328503,-0.4513354669242201,1.530869893305318,1.49081732235216,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,0.7420362622037479,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
